"",,,,,Police Log,,
"",,,,,Arizona State University Police Department,,
"",,,,,"Tuesday, October 01, 2013",,
"",,,,,Occurred,,
"",Date,Time,,,,,
13-73685T,10/12,2248 hrs,10/11,1645 hrs,10/11,2230 hrs,Theft,Intercollegiate Athletics,Pending
"",,,,,,,,Tempe Saint Luke's,Other Agency
13-73701T,10/12,2325 hrs,10/12,2325 hrs,10/13,0134 hrs,Aggravated Assault,,
"",,,,,,,,Hospital,Jurisdiction
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,,500 Block N Central,
13-73710D,10/13,0025 hrs,10/13,0025 hrs,10/13,0036 hrs,Public Urination,,Cleared by Arrest
"",,,,,,,,Ave,
"",,,,,,,,S Sunset Dr / E Apache,
13-73722T,10/13,0106 hrs,10/13,0106 hrs,10/13,0129 hrs,DUI,,Cleared by Arrest
"",,,,,,,,Blvd,
13-73728T,10/13,0132 hrs,10/13,0132 hrs,10/13,0606 hrs,Minor with Alcohol in Body,Hassayampa Phase 2,Cleared by Arrest
13-73789T,10/13,1025 hrs,10/12,1700 hrs,10/13,1500 hrs,Vehicle Burglary,Lot 59,Pending
13-73825T,10/13,0827 hrs,10/13,0000 hrs,10/13,0800 hrs,Bike Theft,Vista del Sol,Pending
13-75905T,10/13,2115 hrs,10/11,0600 hrs,10/12,1200 hrs,Bike Theft,Barrett,Pending
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,"Possession of Marijuana, Possession of Drug",,
13-73949T,10/14,0041 hrs,10/14,0041 hrs,10/14,0107 hrs,,Parking Structure 4,Cleared by Arrest
"",,,,,,,Paraphernalia,,
"",,,,,,,"Possession of Marijuana, Possession of Drug",E Apache Blvd / S,
13-73965T,10/14,0300 hrs,10/14,0041 hrs,10/14,0546 hrs,,,Cleared by Arrest
"",,,,,,,"Paraphernalia, Public Consumption of Alcohol",Rural Rd,
"",,,,,,,,Parking & Transit -,
13-74055T,10/14,1447 hrs,10/11,2200 hrs,10/11,2215 hrs,Theft,,Pending
"",,,,,,,,Towers,
13-74128T,10/14,2114 hrs,10/14,2114 hrs,10/14,2146 hrs,Possession of Drug Paraphernalia,Sonora,Cleared by Arrest
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,"Extreme DUI w/BAC of .20 or Above, Extreme DUI",,
"",,,,,,,,S College Ave / E,
13-74180T,10/15,0038 hrs,10/15,0038 hrs,10/15,0058 hrs,"w/BAC of .15 or Above, DUI w/BAC .08 or Above,",,Cleared by Arrest
"",,,,,,,,Broadway Rd,
"",,,,,,,"DUI Slightest Degree, Failure to Drive in Single Lane",,
13-74197T,10/15,0300 hrs,10/15,0038 hrs,10/15,0058 hrs,"Structure Burglary, Criminal Trespassing",Adelphi Commons,Pending
"",,,,,,,,Robson Wrestling,
13-74268T,10/15,1136 hrs,9/23,1200 hrs,10/7,0900 hrs,Criminal Damage,,Pending
"",,,,,,,,Facility,
13-74273T,10/15,1232 hrs,10/15,0545 hrs,10/15,1205 hrs,Bike Theft,Memorial Union,Pending
13-74310T,10/15,1516 hrs,10/15,1430 hrs,10/15,1510 hrs,Theft,Lot 50,Pending
"",,,,,,,,Sun Devil Fitness,
13-74323T,10/15,1554 hrs,10/15,1515 hrs,10/15,1554 hrs,Theft,,Pending
"",,,,,,,,Center,
13-74324T,10/15,1554 hrs,10/15,1515 hrs,10/15,1530 hrs,Theft,Memorial Union,Pending
13-74326T,10/15,1620 hrs,10/15,0915 hrs,10/15,1600 hrs,Bike Theft,Wrigley Hall,Pending
13-74343T,10/15,1728 hrs,10/15,0730 hrs,10/15,1728 hrs,Criminal Damage,Lot 72,Pending
"",,,,,,2305,,Fulton Parking,
13-74391T,10/15,2211 hrs,10/15,2211 hrs,10/15,,Possession of Drug Paraphernalia,,Cleared by Arrest
"",,,,,,HRS,,Structure,
"",,,,,Occurred,,,
"",Date,Time,,,,,,
Incident #,,,,From,Thru,,Description,Location Disposition
"",Reported,Reported,,,,,,
"",,,Date,Time,Date,Time,,
"",,,,,,,,Physical Science H
13-74493T,10/16,1007 hrs,10/16,0900 hrs,10/16,1000 hrs,Bike Theft,Pending
"",,,,,,,,Wing
13-74504T,10/16,1201 hrs,10/13,2000 hrs,10/13,2100 hrs,Theft,Need Hall Pending
13-74516D,10/16,1257 hrs,10/9,2000 hrs,10/14,1100 hrs,Bike Theft,Ucent Parking Pending
13-74555T,10/16,1552 hrs,10/16,1552 hrs,10/16,1552 hrs,Criminal Damage,Vista del Sol Pending
13-74628T,10/16,2205 hrs,10/16,1000 hrs,10/16,2200 hrs,Bike Theft,College of Design North Pending
"",,,,,,,"Possession of Narcotics, Possession of Dangerous",
13-74670T,10/16,2358 hrs,10/16,2358 hrs,10/17,0014 hrs,"Drugs, Unlawful Possession of Prescription Drugs,",College of Design North Cleared by Arrest
"",,,,,,,"Possession of Drug Paraphernalia, Criminal Trespass",
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
13-74682T,10/17,0050 hrs,10/16,1910 hrs,10/16,2320 hrs,Burglary,Manzanita,Pending
13-74712T,10/17,0423 hrs,10/16,1930 hrs,10/17,0423 hrs,Bike Theft,Vista del Sol,Pending
13-74746T,10/17,0948 hrs,10/16,1700 hrs,10/17,0900 hrs,Burglary,Coor,Pending
"",,,,,,,,Whiteman Tennis,
13-74775T,10/17,1113 hrs,10/16,1400 hrs,10/16,1930 hrs,Bike Theft,,Pending
"",,,,,,,,Center,
13-74781T,10/17,0929 hrs,10/13,1900 hrs,10/15,0900 hrs,Bike Theft,Cholla,Pending
"",,,,,,,,Business Administration,
13-74860T,10/17,1929 hrs,10/17,1625 hrs,10/17,1730 hrs,Bike Theft,,Pending
"",,,,,,,,A,
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
13-75019T,10/18,0451 hrs,10/18,0451 hrs,10/18,0501 hrs,Minor with Alcohol in Body,Hassayampa Phase 2,Cleared by Arrest
13-75062T,10/18,1106 hrs,10/17,1300 hrs,10/18,0830 hrs,Bike Theft,Hassayampa Phase 1,Pending
"",,,,,,,,400 Block N Central,
13-75065T,10/18,1145 hrs,10/17,2200 hrs,10/18,1125 hrs,Theft,,Pending
"",,,,,,,,Ave,
13-75094T,10/18,1347 hrs,10/18,1330 hrs,10/18,1340 hrs,Structure Burglary,Hayden Library,Pending
"",,,,,,,,Physical Science H,
13-75110T,10/18,1610 hrs,10/18,1020 hrs,10/18,1915 hrs,Theft,,Cleared by Arrest
"",,,,,,,,Wing,
13-75118T,10/18,1651 hrs,10/18,0915 hrs,10/18,1700 hrs,Bike Theft,Memorial Union,Pending
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,"Minor with Alcohol in Body, Minor in Possession of",,
13-75262T,10/19,0024 hrs,10/19,0024 hrs,10/19,0051 hrs,,Villas at Vista del Sol,Cleared by Arrest
"",,,,,,,Alcohol,,
"",,,,,,,"Possession of Marijuana, Possession of Drug",,
13-75273T,10/19,0112 hrs,10/19,0112 hrs,10/19,0209 hrs,,Palo Verde West,Cleared by Arrest
"",,,,,,,Paraphernalia,,
13-75294T,10/19,0249 hrs,10/19,0249 hrs,10/19,0755 hrs,Minor with Alcohol in Body,Manzanita,Cleared by Arrest
13-75299T,10/19,0326 hrs,10/19,0326 hrs,10/19,0608 hrs,Minor with Alcohol in Body,Villas at Vista del Sol,Cleared by Arrest
13-75301T,10/19,0341 hrs,10/19,0341 hrs,10/19,0402 hrs,Criminal Trespass,Intercollegiate Athletics,Cleared by Arrest
13-75349T,10/19,1153 hrs,10/18,2330 hrs,10/19,0001 hrs,Theft,Hassayampa Phase 1,Pending
13-75351T,10/19,1203 hrs,10/19,0900 hrs,10/19,1000 hrs,Theft,Memorial Union,Pending
13-75355T,10/19,1223 hrs,10/18,2300 hrs,10/19,1030 hrs,Bike Theft,Best C,Pending
13-75359T,10/19,1236 hrs,10/19,0000 hrs,10/19,1000 hrs,Theft,McClintock Hall,Pending
13-75376T,10/19,1525 hrs,10/19,1525 hrs,10/19,1544 hrs,Minor with Alcohol in Body,San Pablo,Cleared by Arrest
13-75391T,10/19,1735 hrs,10/19,1500 hrs,10/19,1735 hrs,Bike Theft,Art,Pending
"",,,,,,,"Racing, Exhibition of Speed, Reckless Driving,",,
13-75507T,10/19,2345 hrs,10/19,2345 hrs,10/20,0032 hrs,,800 Block S Mill Ave,Cleared by Arrest
"",,,,,,,Possession of Open Container of Alcohol in Vehicle,,
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,,500 Block E Apache,
13-75536T,10/20,0145 hrs,10/20,0145 hrs,10/20,0158 hrs,Minor with Alcohol in Body,,Cleared by Arrest
"",,,,,,,,Blvd,
13-75537T,10/20,0155 hrs,10/20,0155 hrs,10/20,0158 hrs,Minor with Alcohol in Body,Hassayampa Phase 1,Cleared by Arrest
13-75539T,10/20,0158 hrs,10/20,0158 hrs,10/20,0252 hrs,Minor with Alcohol in Body,Hassayampa Phase 2,Cleared by Arrest
13-75621T,10/20,1351 hrs,10/20,1340 hrs,10/20,1345 hrs,Bike Theft,Sun Devil Stadium,Pending
13-75626W,10/20,1355 hrs,10/17,2300 hrs,10/20,1330 hrs,Vehicle Burglary,Lot 19,Pending
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,,500 Block E Apache,
